Title,Text,TextSource,Mode,Melody,MelodySources_OCO,MelodySource_Verona,gabc,GB_ID,Occasion,Office
Loquebantur,Loquebantur apostoli verbum Dei * Cum fiducia. ℣ Et reddebant testimonium resurrectionis Iesu Christi.,"Act 4,31.33",6,f f g f f gh f f fe dc fgd ifghih gh ifghihgf g ghf f,ARII 584,"Antiphonae & Responsoria/Tomus V, p. 271","(c4)Lo(f)que(f)bán(g)tur(f) a(f)pó(gh)sto(f)li(f) (,) ver(fe)bum(dc) De(fgd)i(ixfgw!hih) <v>\greheightstar</v>(;) Cum(gh) fi(ixfg!hwiHGF)dú(g)ci(ghf)a.(f)  <sp>V/</sp>(::) Et(f) red(f)dé(gh)bant(f) te(f)sti(f)mó(g)ni(f)um(f) (,) re(f)sur(f)re(f)cti(f)ó(f)nis(f) Ie(fe)su(dc) Chri(fgd)sti.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(f) (,) et(g) Fí(fe)li(dc)o(c) (;) et(dc~) Spi(f)rí(ixghwi)tu(ih)i(gh) San(gf~)cto.(f) (::)",0,29/6,V
Magnificentia,Magnificentia et pulchritudo in conspectu eius * Alleluia alleluia. ℣ Decor et potentia in sanctuario eius.,"<sp>R/</sp>: Ps 95,6",6,f f f f f f f f f g f f f f e g h h hg g f d fg g f,ARII 611,"Antiphonae & Responsoria/Tomus V, p. 275","(c4)Ma(f)gni(f)fi(f)cén(f)ti(f)a(f) et(f) pul(f)chri(f)tú(g)do(f) (,) in(f) con(f)spé(f)ctu(e) e(g)ius,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) De(d)cor(f) et(f) po(f)tén(g)ti(f)a(f) (,) in(f) san(f)ctu(f)á(f)ri(f)o(e) e(g)ius.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,6/8,2V
Magnus Dominus et,Magnus Dominus * Et laudabilis nimis. ℣ In civitate Dei nostri in monte sancto eius.,"Ps 47,2",6,f f g gh h g f gh gf g g f,,,"(c4)Ma(f)gnus(f) Dó(g)mi(gh)nus(h) <v>\greheightstar</v>(;) Et(g) lau(f)dá(gh)bi(gf)lis(g) ni(g)mis.(f)  <sp>V/</sp>(::) In(ixhi) ci(h)vi(h)tá(h)te(h) De(h)i(h) no(gh)stri,(g) (,) in(g) mon(g)te(g) san(g)cto(f) e(gh)ius.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Ded,L
Magnus Dominus et... all.,Magnus Dominus et laudabilis nimis * Alleluia alleluia. ℣ In civitate Dei nostri in monte sancto eius.,,6,f f g f f f f f f e g h h hg g f d fg g f,,,"(c4)Ma(f)gnus(f) Dó(g)mi(f)nus(f) (,) et(f) lau(f)dá(f)bi(f)lis(e) ni(g)mis,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) In(d) ci(f)vi(f)tá(f)te(f) De(f)i(f) no(g)stri,(f) (,) in(f) mon(f)te(f) san(f)cto(e) e(g)ius.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Ded TP,L
Magnus Dominus noster,Magnus Dominus noster * Et magna virtus eius. ℣ Et sapientiæ eius non est numerus.,"Ps 146,5",6,f f fg g gf g gh g f gh gfd fg g f,CAO 7118; ARII 471,"Antiphonae & Responsoria/Tomus III, p. 127","(c4)Ma(f)gnus(f) Dó(fg)mi(g)nus(gf) no(g)ster,(gh) <v>\greheightstar</v>(;) Et(g) ma(f)gna(gh) vir(gvFD)tus(fg) e(g)ius.(f)  <sp>V/</sp>(::) Et(h) sa(h)pi(h)én(ixhi)ti(h)æ(g) e(gh)ius(g) (,) non(g) est(g) nú(gf)me(g)rus.(gh)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,2.4H1,2V
Magnus erit,Magnus erit coram Domino * Et Spiritu Sancto replebitur. ℣ Ipse præibit ante Dominum parare illi plebem perfectam.,"Lc 1,15.17",6,f f g f f f g gh h g f g h g fd f g f f,,,"(c4)Ma(f)gnus(f) e(g)rit(f) co(f)ram(f) Dó(g)mi(gh)no,(h) <v>\greheightstar</v>(;) Et(g) Spí(f)ri(g)tu(h) San(g)cto(fd) re(f)plé(g)bi(f)tur.(f)  <sp>V/</sp>(::) I(ixhi)pse(h) præ(h)í(h)bit(h) an(h)te(h) Dó(gh)mi(g)num(g) (,) pa(g)rá(g)re(g) il(g)li(g) ple(g)bem(g) per(f)fé(gh)ctam.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,24/6,L
Maria noli iam flere,Maria noli iam flere * Surrexit Dominus a mortuis. ℣ Vade ad fratres meos et dic eis:,"<sp>V/</sp>: Io 20,17",6,f g f f f f gh h g f gh g f f g g f f,cf. CAO 7220,"Antiphonae & Responsoria/Tomus V, p. 272","(c4)Ma(f)rí(g)a,(f) no(f)li(f) iam(f) flé(gh)re,(h) <v>\greheightstar</v>(;) Sur(g)ré(f)xit(gh) Dó(g)mi(f)nus(f) a(g) mór(g)tu(f)is.(f)  <sp>V/</sp>(::) Va(h)de(h) ad(h) fra(h)tres(h) me(ixhi)os,(g) (,) et(g) dic(f) e(gh)is:(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,22/7,LV
Maria Virgo exaltata,Maria Virgo exaltata est * Super choros angelorum. ℣ Benedictus Dominus qui exaltavit eam.,,6,f g f gh f fe dc f fgd ifghih h ii j iih gh ifghihgf ghf f,ARII 634,"Antiphonae & Responsoria/Tomus V, p. 276","(c4)Ma(f)rí(g)a(f) Vir(gh)go(f) ex(fe)al(dc)tá(f)ta(fgd) est(ixfgw!hih) <v>\greheightstar</v>(;) Su(h)per(ixi) cho(j)ros(ixih) an(gh)ge(ixfg!hwiHGF)ló(ghf)rum.(f)  <sp>V/</sp>(::) Be(f)ne(f)dí(g)ctus(f) Dó(gh)mi(f)nus,(f) (,) qui(f) ex(f)al(f)tá(fe)vit(dc) e(fgd)am.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(f) (,) et(g) Fí(fe)li(dc)o(c) (;) et(dc~) Spi(f)rí(ixghwi)tu(ih)i(gh) San(gf~)cto.(f) (::)",0,15/8,2V
Mortuus est Christus,Mortuus est Christus pro peccatis nostris * Ut nos offerret Deo. ℣ Mortificatus quidem carne vivificatus autem Spiritu.,"1 Petr 3,18",6,f f f f g f f f f f gh h g f gh gf g g f,cf. PM 344,"Antiphonae & Responsoria/Tomus III, p. 132","(c4)Mór(f)tu(f)us(f) est(f) Chri(g)stus(f) (,) pro(f) pec(f)cá(f)tis(f) no(gh)stris,(h) <v>\greheightstar</v>(;) Ut(g) nos(f) of(gh)fér(gf)ret(g) De(g)o.(f)  <sp>V/</sp>(::) Mor(f)ti(f)fi(f)cá(f)tus(f) qui(f)dem(f) car(g)ne,(f) (,) vi(f)vi(f)fi(f)cá(f)tus(f) au(f)tem(f) Spí(g)ri(gh)tu.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f::)",0,2.4H6,V
Narraverunt laudes,Narraverunt laudes Domini * Et virtutes eius. ℣ Et mirabilia eius quæ fecit.,"Ps 77,4",6,f f g f f f g gh hg f gh gf g g f,,"Antiphonae & Responsoria/Tomus V, p. 282","(c4)Nar(f)ra(f)vé(g)runt(f) lau(f)des(f) Dó(g)mi(gh)ni(hg) <v>\greheightstar</v>(;) Et(f) vir(gh)tú(gf)tes(g) e(g)ius.(f)  <sp>V/</sp>(::) Et(h) mi(h)ra(h)bí(ixhi)li(h)a(g) e(gh)ius,(g) quæ(f) fe(gh)cit.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,18/10 11/6,L
Narraverunt laudes... all.,Narraverunt laudes Domini et virtutes eius Alleluia alleluia. ℣ Et mirabilia eius quæ fecit.,"Ps 77,4",6,f f f f f f g f f f f f e g h h hg g f d fg g f,,"Antiphonae & Responsoria/Tomus V, p. 267","(c4)Nar(f)ra(f)vé(f)runt(f) lau(f)des(f) Dó(g)mi(f)ni(f) (,) et(f) vir(f)tú(f)tes(e) e(g)ius,(h) (;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Et(d) mi(f)ra(f)bí(f)li(f)a(f) e(g)ius,(f) quæ(e) fe(g)cit.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,25/4 11/6,L
Notum fecit,Notum fecit Dominus * Salutare suum. ℣ Quod paravit ante faciem omnium populorum.,"Ps 97,2; Lc 2,31",6,f f g f g gh hg f gh gf g g f,cf. CAO 7242; AR1I 508,"Antiphonae & Responsoria/Tomus V, p. 261","(c4)No(f)tum(f) fe(g)cit(f) Dó(g)mi(gh)nus(hg) <v>\greheightstar</v>(;) Sa(f)lu(gh)tá(gf)re(g) su(g)um.(f)  <sp>V/</sp>(::) Quod(h) pa(h)rá(ixhi)vit(g) (,) an(g)te(g) fá(h)ci(g)em(g) óm(g)ni(g)um(g) po(g)pu(f)ló(gh)rum.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,2/2,V
Notum fecit... all.,Notum fecit Dominus * Alleluia alleluia. ℣ Salutare suum.,"Ps 97,2",6,f f f e g g h h hg g f d fg g f,CAO 7241; AM 273,"Antiphonae & Responsoria/Tomus I, p. 77","(c4)No(f)tum(f) fe(f)cit(e) Dó(g)mi(g)nus,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Sa(f)lu(f)tá(f)re(e) su(g)um.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,N,L
O crux gloriosa,O Crux gloriosa * In te triumphavit rex angelorum. ℣ Et cruore suo vulnera nostra lavit.,"<sp>V/</sp>: S. Ven. Fortunatus, Lib. II, Hymnus I «De cruce Dómini», 2",6,f g f f gh h g g f g h g fd f g g f,cf. CAO 6350; ARII 651,"Antiphonae & Responsoria/Tomus V, p. 279","(c4)O(f) Crux(g) glo(f)ri(f)ó(gh)sa,(h) <v>\greheightstar</v>(;) In(g) te(g) tri(f)um(g)phá(h)vit(g) rex(fd) an(f)ge(g)ló(g)rum.(f)  <sp>V/</sp>(::) Et(h) cru(h)ó(h)re(h) su(ixhi)o(g) (,) vúl(g)ne(g)ra(g) no(g)stra(f) la(gh)vit.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,14/9,2V
Oculi Domini,Oculi Domini * Super metuentes eum. ℣ Et in eis qui sperant super misericordia eius.,"Ps 32,18",6,f f f g gh h g f g h gf g g f,AV suppl. 124,,"(c4)O(f)cu(f)li(f) Dó(g)mi(gh)ni(h) <v>\greheightstar</v>(;) Su(g)per(f) me(g)tu(h)én(gf)tes(g) e(g)um.(f)  <sp>V/</sp>(::) Et(ixhi) in(h) e(h)is,(h) qui(h) spe(gh)rant(g) (,) su(g)per(g) mi(g)se(g)ri(g)cór(g)di(g)a(f) e(gh)ius.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Vir Pl,2V
Oculi Domini... all.,Oculi Domini super metuentes eum * Alleluia alleluia. ℣ Et in eis qui sperant super misericordia eius.,"Ps 32,18",6,f f f g f f f f f f f e g h h hg g f d fg g f,AV suppl. 125,,"(c4)O(f)cu(f)li(f) Dó(g)mi(f)ni(f) (,) su(f)per(f) me(f)tu(f)én(f)tes(e) e(g)um,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Et(d) in(f) e(f)is,(f) qui(f) spe(g)rant(f) (,) su(f)per(f) mi(f)se(f)ri(f)cór(f)di(f)a(e) e(g)ius.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Vir Pl TP,2V
Os iusti,Os iusti * Meditabitur sapientiam. ℣ Et lingua eius loquetur iudicium.,"Ps 36,30",6,f gh hg f g h g f f g g f f,AM 667,"Antiphonale Monasticum, p. 667","(c4)Os(f) iu(gh)sti(hg) <v>\greheightstar</v>(;) Me(f)di(g)tá(h)bi(g)tur(f) sa(f)pi(g)én(g)ti(f)am.(f)  <sp>V/</sp>(::) Et(h) lin(h)gua(h) e(ixhi)ius(g) (,) lo(g)qué(h)tur(g) iu(f)dí(g)ci(gh)um.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Doct,1V
Os iusti... all.,Os iusti meditabitur sapientiam * Alleluia alleluia. ℣ Et lingua eius loquetur iudicium.,,6,f g f f f f f f f e g g h h hg g f d fg g f,AM 668,"Antiphonale Monasticum, p. 668","(c4)Os(f) iu(g)sti(f) (,) me(f)di(f)tá(f)bi(f)tur(f) sa(f)pi(e)én(g)ti(g)am,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Et(d) lin(f)gua(f) e(g)ius(f) (,) lo(f)qué(f)tur(f) iu(e)dí(g)ci(g)um.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Doct TP,1V
Ostende nobis Domine,Ostende nobis Domine * Misericordiam tuam. ℣ Et salutare tuum da nobis.,"Ps 84,8",4,e e e f fd e f g g e f dc d f f e,CAO 7343; ARII 11,"Antiphonae & Responsoria/Tomus I, p. 4","(c4)O(e)stén(e)de(e) no(f)bis,(fd~) Dó(e)mi(f)ne,(g) <v>\greheightstar</v>(;) Mi(g)se(e)ri(f)cór(dc~)di(d)am(f) tu(f)am.(e)  <sp>V/</sp>(::) Et(c) sa(de)lu(e)tá(ef)re(e) tu(f)um(fd~) da(e) no(f)bis.(g)  <sp>V/</sp>(::) Gló(e)ri(g)a(g) Pa(gh)tri(h) et(h) Fí(g)li(h)o(e) (,) et(e) Spi(e)rí(f)tu(fe)i(d) San(ef<)cto.(g) (::)",0,Adv H1,V
Panem cæli,Panem cæli dedit eis * Alleluia alleluia. ℣ Panem angelorum manducavit homo.,"Ps 77,24-25",6,f f gh f fe dc fgd ifghih,ARII 420,"Antiphonae & Responsoria/Tomus IV, p. 180","(c4)Pa(f)nem(f) cæ(gh)li(f) de(fe)dit(dc) e(fgd)is,(ixfgw!hih) <v>\greheightstar</v>(::) Al(ixi>)le(ivHG)lú(gh)ia(f) (,) al(dc~)le(ixfg!hwiHGF)lú(ghf~)ia.(f)  <sp>V/</sp>(::) Pa(f)nem(f) an(f)ge(f)ló(gh)rum(f) man(f)du(f)cá(fe)vit(dc) ho(fgd)mo.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(g)tri(f) (,) et(f) Fí(gh)li(f)o(f) (;) et(f) Spi(f)rí(g)tu(fe)i(dc) San(fgd)cto.(ixfgw!hih) (::)",0,Corp,V
Parate vias,Parate vias Domini * Rectas facite semitas eius. ℣ Post me venit vir qui ante me factus est.,"Mt 3,3; Io 1,30",6,f fg f fe dc f fgd ifghih h ii j ii ih gh ifghihgf g ghf f,AR1I 572,Calithes.it,"(c4)Pa(f)rá(fg)te(f) vi(fe)as(dc) Dó(f)mi(fgd)ni,(ixfgw!hih) <v>\greheightstar</v>(;) Re(h)ctas(ixi) fá(j)ci(ixi)te(ih) sé(gh)mi(ixfg!hwiHGF)tas(g) e(ghf~)ius.(f)  <sp>V/</sp>(::) Post(f) me(f) ve(gh)nit(f) vir,(f) (,) qui(f) an(g>)te(fe) me(dc) fa(f)ctus(fgd) est.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(f) (,) et(g) Fí(fe)li(dc)o(c) (;) et(dc~) Spi(f)rí(ixghwi)tu(ih)i(gh) San(gf~)cto.(f) (::)",0,24/6,V
Pars mea,Pars mea Dominus * Dixit anima mea. ℣ Bonus est Dominus animæ quærenti illum.,"Lam 3,24.25",6,f g f g gh h g f gh gf g g f,,,"(c4)Pars(f) me(g)a(f) Dó(g)mi(gh)nus,(h) <v>\greheightstar</v>(;) Di(g)xit(f) á(gh)ni(gf)ma(g) me(g)a.(f)  <sp>V/</sp>(::) Bo(ixhi)nus(h) est(h) Dó(gh)mi(g)nus(g) (,) á(g)ni(g)mæ(g) quæ(g)rén(g)ti(f) il(gh)lum.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Virg,1V
Pars mea... all.,Pars mea Dominus dixit anima mea * Alleluia alleluia. ℣ Bonus est Dominus animæ quærenti illum.,,6,f f f g f f f f f f e g h h hg g f d fg g f,,,"(c4)Pars(f) me(f)a(f) Dó(g)mi(f)nus,(f) (,) di(f)xit(f) á(f)ni(f)ma(e) me(g)a,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Bo(d)nus(f) est(f) Dó(g)mi(f)nus(f) (,) á(f)ni(f)mæ(f) quæ(f)rén(f)ti(e) il(g)lum.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Virg TP,1V
Per te salutem,Per te salutem hauriamus * Virgo Maria. ℣ Ex vulneribus Christi.,,6,f f f g f f f gh hg fh gf g g f,,"Antiphonae & Responsoria/Tomus V, p. 279","(c4)Per(f) te(f) sa(f)lú(g)tem(f) hau(f)ri(f)á(gh)mus,(hg) <v>\greheightstar</v>(;) Vir(fh)go(gf) Ma(g)rí(g)a.(f)  <sp>V/</sp>(::) Ex(h) vul(h)né(ixhi)ri(g)bus(f) Chri(gh)sti.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) Sanc(g)",0,15/9,L
Per viscera,Per viscera misericordiæ suæ * Visitavit nos Dominus. ℣ Ex semine David eduxit salvatorem Iesum.,"<sp>R/</sp>: Lc 1,78",6,f f f f f f f g f f gh hg f g h g fg g f f,,"Antiphonae & Responsoria/Tomus V, p. 272","(c4)Per(f) ví(f)sce(f)ra(f) mi(f)se(f)ri(f)cór(g)di(f)æ(f) su(gh)æ,(hg) <v>\greheightstar</v>(;) Vi(f)si(g)tá(h)vit(g) nos(fg) Dó(g)mi(f)nus.(f)  <sp>V/</sp>(::) Ex(h) sé(h)mi(h)ne(h) Da(ixhi)vid(g) (,) e(g)dú(g)xit(g) sal(g)va(g)tó(g)rem(f) Ie(gh)sum.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,26/7,L
Post partum,Post partum Virgo * Inviolata permansisti. ℣ Dei Genetrix intercede pro nobis.,,6,f g f gh h g f g h g f g g f,CAO 7400; AM 1073,"Antiphonale Monasticum, p. 1073","(c4)Post(f) par(g)tum,(f) Vir(gh)go,(h) <v>\greheightstar</v>(;) In(g)vi(f)o(g)lá(h)ta(g) per(f)man(g)sí(g)sti.(f)  <sp>V/</sp>(::) De(h)i(h) Gé(ixhi)ne(g)trix,(g) (,) in(g)ter(g)cé(h)de(g) pro(f) no(gh)bis.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,BMV,1V
Post partum... all.,Post partum Virgo inviolata permansisti * Alleluia alleluia. ℣ Dei Genetrix intercede pro nobis.,,6,f f f g f f f f f f f e g h h hg g f d fg g f,,,"(c4)Post(f) par(f)tum,(f) Vir(g)go,(f) (,) in(f)vi(f)o(f)lá(f)ta(f) per(f)man(e)sí(g)sti,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) De(d)i(f) Gé(g)ne(f)trix,(f) (,) in(f)ter(f)cé(f)de(f) pro(e) no(g)bis.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,BMV TP,1V
Probasti nos,Probasti nos Deus * Et eduxisti nos in refrigerium. ℣ Igne nos examinasti sicut examinatur argentum.,"Ps 65,10.12.10",6,f g f f gh h g f g h g f fd f g g f f,,,"(c4)Pro(f)bá(g)sti(f) nos,(f) De(gh)us,(h) <v>\greheightstar</v>(;) Et(g) e(f)du(g)xí(h)sti(g) nos(f) in(fd) re(f)fri(g)gé(g)ri(f)um.(f)  <sp>V/</sp>(::) I(ixhi)gne(h) nos(h) e(h)xa(h)mi(h)ná(gh)sti,(g) (,) si(g)cut(g) e(g)xa(g)mi(g)ná(g)tur(g) ar(f)gén(gh)tum.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,UnM,2V
Quærite Dominum,Quærite Dominum * Et confirmamini. ℣ Quærite faciem eius semper.,"Ps 104,4",6,g f f g gh hg f gh gf g f f,AV suppl. 141,,"(c4)Quǽ(g)ri(f)te(f) Dó(g)mi(gh)num(hg) <v>\greheightstar</v>(;) Et(f) con(gh)fir(gf)má(g)mi(f)ni.(f)  <sp>V/</sp>(::) Quǽ(ixhi)ri(h)te(h) fá(gh)ci(g)em(g) e(g)ius(f) sem(gh)per.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Virg Pl,1V
Quærite Dominum,Quærite Dominum * Et confirmamini. ℣ Quærite faciem eius semper.,"Ps 104,4",6,g f f g gh hg f gh gf g f f,AV suppl. 141,,"(c4)Quǽ(g)ri(f)te(f) Dó(g)mi(gh)num(hg) <v>\greheightstar</v>(;) Et(f) con(gh)fir(gf)má(g)mi(f)ni.(f)  <sp>V/</sp>(::) Quǽ(ixhi)ri(h)te(h) fá(gh)ci(g)em(g) e(g)ius(f) sem(gh)per.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Mul Pl,1V
Quærite Dominum... all.,Quærite Dominum et confirmamini * Alleluia alleluia. ℣ Quærite faciem eius semper.,,6,f f f g f f f f e g g h h hg g f d fg g f,,,"(c4)Quǽ(f)ri(f)te(f) Dó(g)mi(f)num(f) (,) et(f) con(f)fir(e)má(g)mi(g)ni,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Quǽ(d)ri(f)te(f) fá(g)ci(f)em(f) e(f)ius(e) sem(g)per.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Virg Pl TP Mul Pl TP,1V
Quam magnificata,Quam magnificata sunt * Opera tua Domine. ℣ Omnia in sapientia fecisti.,"Ps 103,24",6,f f fg g gf g gh g f gh gfd fg g f f,CAO 7460; ARII 453,"Antiphonæ & Responsoria/Tomus III, p. 121","(c4)Quam(f) ma(f)gni(fg)fi(g)cá(gf)ta(g) sunt(gh) <v>\greheightstar</v>(;) O(g)pe(f)ra(gh) tu(gvFD)a,(fg) Dó(g)mi(f)ne.(f)  <sp>V/</sp>(::) Om(ixhi)ni(g)a(g) (,) in(g) sa(g)pi(g)én(h)ti(g)a(g) fe(gf)cí(g)sti.(gh)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,1.3H1,1V
Redemisti nos,Redemisti nos Domine * In sanguine tuo. ℣ Ex omni tribu et lingua et populo et natione.,"Ap 5,9",4,g g h g ge fe de e ef d c df fgfe e,cf. CAO 7514,"Antiphonae & Responsoria/Tomus II, p. 102","(c4)Red(g)e(g)mí(h)sti(g) nos,(ge) Dó(fe)mi(de)ne,(e) <v>\greheightstar</v>(;) In(ef) sán(d)gui(c)ne(df) tu(fgFE)o.(e)  <sp>V/</sp>(::) Ex(eh) om(ixhi~)ni(h) tri(g)bu(g) et(g) lin(gh~)gua(g) (`) et(g) pó(g)pu(g)lo(g) et(h) na(gf)ti(de)ó(efwgFE)ne.(e)  <sp>V/</sp>(::) Gló(ixehiv)ri(h)a(g) Pa(g)tri(g) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(gf)i(de) San(efwgFE~)cto.(e) (::)",0,6Q1-5,L
